Komentar,Bintang,Tanggal
Tolong untuk scroll kebawah waktu melihat prakiraan cuaca disemputnakan sulit sekali untuk scroll kebawah slalu harus benar2 diam n pas. Lebah gampang scroll ke samping,1,2022-04-22 11:40:48
"Cuacanya ga akurat, bisa beda gitu dengan aplikasi bawaan hp... Tolong diperbaiki ya...",4,2022-04-22 10:57:43
Memberikan informasi yang sesuai.,5,2022-04-21 05:16:22
Overall udh bagus dan simpel tapi apakah bisa di adakan suara notifikasi becana,5,2022-04-19 22:56:02
Kurang update,2,2022-04-18 18:14:02
Membantu keseharian,5,2022-04-18 14:18:58
"Ada prakiraan di jam 01.00 - 03.59 cerah berawan tapi nyatanya hujan lebat berguruh mulai jam 01.00 dan tidak ada keterangan perubahan update cuaca, dan inipun tidak ada di dalam Peringatan Dini cuaca, apakah memang tidak ada update atau bagaimana mohon penjelasannya, terimakasih.",3,2022-04-18 01:55:15
Sangat membantu,5,2022-04-17 20:53:44
Suka,5,2022-04-17 19:39:10
"Terimakasih, Info Nya",5,2022-04-17 01:36:33
👍,5,2022-04-15 17:41:26
Mantap,5,2022-04-13 22:40:17
Sangat membantu Melihat Prediksi BMKG,5,2022-04-13 17:04:05
Bagus,3,2022-04-13 04:11:51
Good,5,2022-04-12 20:33:40
terimakasih atas informasinya,5,2022-04-10 05:31:23
gempanya kapan notifnya kapan,3,2022-04-09 16:57:18
"BMKG lama bgt update nya pdhal bali barusan di goyang gempa nunggu update an bener apa nggak gk muncul""",4,2022-04-09 16:56:00
Mantap,5,2022-04-09 00:34:25
"Cepat , ok",4,2022-04-08 22:44:28
Update bencananya lama,1,2022-04-07 13:59:28
Min prakiraan cuaca mohon di akuratin dong agar kami selalu waspada,3,2022-04-06 17:03:42
Mantap,5,2022-04-06 04:37:46
Kurang cepat.kurang apdet.lelet,1,2022-04-05 06:25:57
Ngk update,1,2022-04-04 01:39:56
"Entah, sepertinya tidak akurat.",3,2022-04-03 09:12:10
Thx..,5,2022-04-02 14:47:39
Sangat bagus,5,2022-04-01 20:18:19
بَارَكَ اللهُ فِيْكُم⚘,5,2022-03-31 18:26:43
Bermanfaat untuk bisa selalu waspada,5,2022-03-29 09:55:44
Muantap,5,2022-03-28 07:58:03
Mantab dan sangat membantu,5,2022-03-28 05:04:41
Bagus,5,2022-03-28 00:27:59
Mantap,4,2022-03-27 14:04:14
"Bagus aplikasinya,sangat bermanfaat.",5,2022-03-27 13:09:43
Bagus nih aplikasi,5,2022-03-27 08:42:24
Tambahin fitur widget dong buat ditaruh di halaman home. Kayak kondisi Cuaca di lokasi gitu..,3,2022-03-27 02:52:43
"Aplikasinya mantul, sangat membantu saya utk mengetahui pusat gempa. Tks🙏🏻",5,2022-03-26 19:07:39
Lambat sekali informasi gempa hampir 1 jam,1,2022-03-25 23:35:41
top,5,2022-03-25 20:26:04
Terima kasih,5,2022-03-25 19:37:30
Mantap,5,2022-03-24 22:15:04
"Tolong kasih widget, biar gampang mantau cuaca..",3,2022-03-24 19:31:44
makasih pas juga di kota ku Manokwari sedang terjadi gempa bumi,5,2022-03-23 17:54:04
Cykup puas,4,2022-03-23 16:48:32
"Jaman sekarang banyak bencana alam,Ini pasti ulah BMKG biar aplikasinya laku",1,2022-03-23 10:28:08
"Gempa berkali-kali, tapi datanya belum muncul pusatnya, gimana sih, Hallo BMKG..",1,2022-03-23 04:24:40
Ok,5,2022-03-22 15:40:14
sangat berguna sekali untuk masyarakat umum,5,2022-03-22 07:36:32
Bagus,5,2022-03-20 18:29:25
"huh lambat update, -+17 menit gempa baru keluar pemberitahuan.😇😇😇",1,2022-03-19 21:54:16
Pemberitahuan setelah setengah jam terjadinya gempa. Jadi yaaaaaaaaa ga tau deh harus komen apa lagi!!!,4,2022-03-19 21:37:07
Kalau ada gempa itu lambat informasinya...coba di perbaiki..,1,2022-03-19 21:14:23
Keren pak dhe,5,2022-03-19 11:51:24
"Aplikasi ini cocok buat peringatan dini cuaca, gempa bumi, tsunami, dan sebagainya. Ini menjadi aplikasi yang terbaik👍",5,2022-03-18 08:17:07
Sangat membantu untuk waspada di setiap waktu Agar terhindar dari malapetaka dan bencana.,5,2022-03-18 07:01:29
Cukup membantu sangat,5,2022-03-17 20:27:43
Download ini karena nonton drakor F.Love&Weather😂,4,2022-03-17 19:34:25
"Sangat membantu, buat menjalankan aktivitas sehari2, terimakasih bmkg, baru sadar sekrang kalo info cuaca itu sangat penting buat kita sehari2",5,2022-03-17 11:06:56
"aplikasinya bagus, minimal aku jadi tau daripada mesti cek twitter bmkg dulu, aplikasi ini lebih gampang meskipun ada yg mesti diperbaiki sana sini. misal: pemberitahuan gempa yang diusahakan tidak delay terlalu lama, lalu settingan lokasi mudah2an bisa dibuat otomatis gak lagi manual setting untuk pindah kota. sejauh ini bagus kok 👍👍. tetap diperbaiki supaya lebih up to date yaa...",5,2022-03-17 07:58:23
Ok,5,2022-03-16 21:44:01
Good,5,2022-03-16 14:52:35
"Respon aplikasi lambat,harusnya kalo situs /aplikasi dari pemerintah harus cepat tanggap. Terkait kejadian gempa / yang lain nya.",3,2022-03-16 00:08:29
Bagus manfaat,5,2022-03-14 16:51:01
Terima kasih bapak telah membuat aplikasi ini,5,2022-03-14 16:01:12
Okee,5,2022-03-14 15:20:39
ok,5,2022-03-14 10:03:57
"Akurat banget gempa beberapa detik langsung update informasinya di aplikasi , dan sangat lengkap",5,2022-03-14 05:01:14
Bagus banget,4,2022-03-14 04:20:22
Bagus,5,2022-03-14 00:36:38
Selalu updete,5,2022-03-13 22:18:21
Tambahan widget sama notif dong biar gampang liatnya,4,2022-03-13 11:08:36
Perkiraannya rata2 sesuai. Terimakasih bmkg,5,2022-03-13 06:32:09
Ok,5,2022-03-12 08:55:53
MSi,5,2022-03-11 17:12:39
"Hebat Para IT Indonesia,. Semangat Terus Demi Bangsa dan Negara",5,2022-03-10 22:58:25
Bagus kan,5,2022-03-10 11:31:41
Mantap,5,2022-03-10 08:08:42
"Mohon admin di update dong aplikasinya. Udah hampir 2 tahun tidak ada update, padahal Sangat membantu infonya. terima kasih",5,2022-03-09 16:11:10
Alarm otomatis dong kaya Jepang...niru hal positif itu bagus ko... btw beberapa hari ini setiap jam 1 siang angin di Depok 30km/h &Selasa 08.03.22 40km/h serem banget 😩 tetap hati hati dan waspada tuk kalian di luar sana area Depok.tuk Ojol yang sabar ya tetap semangat #awasmotormogok,4,2022-03-09 13:36:01
Good,5,2022-03-08 20:47:55
Bagus dan sangat akurat,5,2022-03-08 20:22:25
Kalok di buat cek cuaca daerah jawa timur kok gak bisa ya,2,2022-03-08 08:43:37
Aplikasinya bagus sangat berguna informasinya. namun sedikit saran dari saya mungkin kalian harus mendesign logo kalian menjadi lebih minimalis dan aplikasnyai di buat se Simple dan se minimalis mungkin dan bisa ditambahkan beberapa fitur seperti witget untuk di layar depan itu akan sangat membantu .. terimakasih untuk selalu update cuaca semoga terus berkembang,5,2022-03-08 06:32:14
Bagus,5,2022-03-08 01:16:12
Geser ke atas ya susah mau ya ke samping mulu.. sensitiv ke samping ke atas harus pelan pelan,1,2022-03-07 23:55:44
Mantap,5,2022-03-07 15:25:04
Good,5,2022-03-07 09:56:10
Bagus,5,2022-03-06 22:18:27
miin koq info peringatan dini cuacanya udh gak muncul lagi ya seperti sebelumnya padahal udh pilih lokasi di pengaturan biasanya beri kabar via aplikasi ini,3,2022-03-06 21:05:06
"Bagus aplikasi. Tapi masa setiap hari gempa terus si. Ku lihat di berita itu bukan terjadi gempa, tapi angin kencang di Jabodetabek pada Sabtu. pada umum nya kalo ada gempa itu langsung di beritakan di tv. Itu bagaimana si ko gempa terus kalo beritahu kabar cuaca, bencana, yg bener Jagan panikin masyarakat.",5,2022-03-06 06:23:58
Sangat bagus,5,2022-03-06 06:00:36
"BMKG dpt memprediksi lokasi gempa dan berapa SC kekuatannya, namun tidak dgn waktunya. Mohon BMKG lbh proaktif, bukan hanya setelah gempa terjadi. Tapi sebelumnya bs segera di infokan. Kami yg berada di lokasi rawan apalagi dgn histori traumatis yg tinggi sangat memerlukan ini. Bs bljr dr BMKG Jepang dan Korea. Semoga pihak yg berwenang bs lebih meningkatkan kinerja. Krn BMKG sagt krusial bukan hanya skedar memantau kondisi pesawat terbang. Terima Kasih",2,2022-03-05 23:12:58
Good,5,2022-03-04 20:19:16
Ok,5,2022-03-04 15:09:38
Ok,5,2022-03-04 13:27:12
"sebagai manusia yang berakal, tolong berfikirlah yang kritis. aplikasi ini dibuat oleh manusia juga, bukan ciptaan Tuhan. aplikasi dibuat untuk memberitahukan kejadian setelah bencana alam, bukan sebelum terjadinya bencana alam. untuk cuaca cuman perkiraan saja, Itu pun untuk antar kota masing masing, bukan untuk depan rumah masing-masing, dan terimakasih untuk pemerintah dan pengembang aplikasi atas jasa yang telah kalian berikan kepada kami.",5,2022-03-04 05:43:34
Bagus sekali,5,2022-03-03 17:02:55
"Untuk prakiraan cuaca terbilang baik, namun aplikasi terkesan lambat dalam mendapatkan informasi gempa dibanding BMKG-AEIC yang satu jam lebih cepat, namun lokasi yang infokan lebih akurat dari pada BMKG-AEIC jadi saya install kedua-duanya. Mohon kedepannya bisa lebih baik lagi. Terimakasih.",4,2022-03-03 15:17:38
Bagus,3,2022-03-02 09:02:28
Bagus dan cepat serta akurat,5,2022-03-01 18:12:10
Joz,5,2022-03-01 14:47:20
Alhamdulillah,5,2022-03-01 14:45:12
lumayan membantu,5,2022-03-01 11:47:20
"Aplikasi yg cukup baik dan bagus untuk informasi prakiraan cuaca, prediksi gempa real time, dll, Hanya 1 keluhan tolong dibuatkan peraturan sedikit mengecilkan suara petir yg mengelegar karna itu menggangu aktivitas/ Mobilitas masyarakat, Karna suaranya yg menggelegar dan bergetar membuat cenat cenut dagdigdug.",4,2022-03-01 11:37:34
aplikasinya bagus banget,5,2022-03-01 11:24:53
Semoga bermanfaat,5,2022-02-28 21:21:00
Informasi memuaskan,5,2022-02-27 20:50:36
"Selamat siang Untuk aplikasi nya sudah sangat bagus namun belum ada peringatan perkiraan hujan dll , saran untuk diberi semacam alarm peringatan hujan",5,2022-02-27 12:33:33
Ok,5,2022-02-26 17:10:30
"Cukup membantu,",5,2022-02-26 08:03:33
👍👍👍👍,5,2022-02-25 23:26:20
Sekilas info hari ini jam 21 38 di padang terasa gempa 3.1 asal Dari NTB,5,2022-02-25 22:52:49
Perkiraan cuacanya tidak akurat 50% pun,1,2022-02-25 12:24:21
"Indonesia itu di ring of fire, jadi please adakan early warning system",5,2022-02-25 11:30:37
"Makasih apk nya bmkg, Barusan di sumbar gempa 😭😭",5,2022-02-25 11:11:52
Cepar akurat infonya,4,2022-02-25 09:00:11
👍👍👍👍,5,2022-02-25 08:51:14
Bagus sekali,5,2022-02-24 11:40:51
Cukup membantu,4,2022-02-23 17:27:27
Ok,5,2022-02-22 13:50:14
⭐⭐⭐⭐⭐,5,2022-02-22 11:30:23
Gegara Drakor aq download ni BMKG mau liat apa bener mereka mengupdate prakiraan cuaca karna beberapa hari ini hujan angin trus wilayah Manado,4,2022-02-22 10:57:53
coba ya,1,2022-02-22 06:20:47
Alhmdllh bisa pantau ke adaan yang di bumi. Amin.,5,2022-02-22 00:10:15
Sangat baik,5,2022-02-21 21:18:14
Ok,5,2022-02-21 17:46:19
Sangat bermanfaat buat semua orang,5,2022-02-21 17:43:32
Mantap,5,2022-02-21 06:24:32
"Jazaakumullahu Khoyran Wabaarakallahu Fiykum (Semoga Allah membalas kalian dengan kebaikan & semoga Allah memberkahi kalian) aplikasi yang sangat bermanfaat, semoga negeri kita selalu dalam lindungan Allah ﷻ . Makasih ya 🌹🌹",5,2022-02-20 20:48:15
Alhamdulillah sangat membantu,4,2022-02-20 19:48:17
"Bagus juga sih dengan adanya aplikasi BMKG,tapi sayang,misalnya contoh bencana jam 4 tapi tampilnya jam 4:17 atau cuaca hujan tapi tampilnya cerah,Jadi Masih Lambat Dengan Memberitakan atau mengasih tau informasinya,menurutku sih yes cuma masih kurang akurat beritanya😀😂😁",5,2022-02-20 18:56:28
"Mohon maaf izin menjawab untuk teman semua, semua data yang di jabarkan adalah prakiraan. Tau kan artinya? Jadi tidak bisa 100% akurat. Keakuratan BMKG yaitu sebesar 80%-85%",5,2022-02-20 16:54:44
Semoga barokah,5,2022-02-19 13:35:47
Awesome,5,2022-02-19 10:20:51
"Bintang 1 aja lah, ga update",1,2022-02-19 02:43:21
Good apk,5,2022-02-18 23:08:17
"Update wilayah dong, udah bertahun² ditunggu tidak terupdate untuk KEC. WAY RATAI kab. pesawaran.",4,2022-02-18 07:24:20
Sangat membantu,5,2022-02-17 10:45:59
Cuac tidak akurat,1,2022-02-16 17:58:18
Susah di gesernya update yg sekarang mau secrol ke atas susah,3,2022-02-15 17:22:39
Oky,5,2022-02-15 16:49:00
Brondong,5,2022-02-13 21:05:42
Jos info cepat dan akurat,5,2022-02-13 19:46:57
Informatif,5,2022-02-13 19:45:37
App ringan dan mudah digunakan,5,2022-02-12 23:16:04
Mantep,5,2022-02-11 13:29:59
suka tidak up date... mohon perhatian aplikasi ini... agar kami bisa waspada,3,2022-02-11 11:12:48
"Kenapa akhir"" ini sudah tidak se update dulu?, padahal apl nya sangat membantu.",5,2022-02-11 05:27:38
Semoga ada fitur alarmnya kaya di jepang,5,2022-02-10 23:25:28
"Bintang 🌟 4 dulu, mohon ada fitur lalu lintas. Terimakasih",4,2022-02-10 16:13:56
Sangat bermanfaat.. 👍👍👍👍👍👍👍👍👍👍,5,2022-02-09 19:54:59
Alhamdulilah Berkat aplikasi ini sy bs tau tmpt tejdi gempa. Slnya d tmpt sy sring trjdi gempa,5,2022-02-09 12:33:30
Apk bagus sangat membantu,5,2022-02-08 20:08:47
Tidak tepat sasaran,1,2022-02-08 08:46:34
Sangat membatu,5,2022-02-07 20:12:57
Sangat membantu,5,2022-02-07 20:06:00
Hampir tiap hari Ramalan cuaca selalu salah.,1,2022-02-07 18:03:19
"Maaf aplikasi ini tidak akurat,daerah saya grimis di apl mendung.",1,2022-02-07 17:49:42
"Samgat membantu aplikasi yg brmanfaat,bgiyg blum downlod buruan krna cuaca ektrim kya skarang ini aplks ini sngt mmbntu",5,2022-02-07 06:14:37
App nya keren bagus 👍,5,2022-02-06 21:41:41
Nice,5,2022-02-05 16:54:30
"Ini jg sangat membantu sekali jika ada gempa kemarin malam juga terjadi gempa bumi magnitudo 5,5jakarta banten bayah",5,2022-02-05 16:20:24
Aplikasi apa ini... masa saya ktik nama wilayah saya yg kluar kbayoran trus... aplikasi ga guna... habisin memoei saja.,1,2022-02-05 05:47:50
Appnya bagus,5,2022-02-05 05:15:23
"Mohon diupdate lebih baik lagi.. Akhir2 ini sering terjadi bencana gempa.. Diharapkan aplikasi bmkg ditambah fitur alarm dimana daerah yang terkena potensi gempa, tsunami tau gunung meletus bisa antisipasi bencana segera mungkin.. Jadi jika terjadi bencana ada fitur alarm berdering keras sebagai tanda peringatan.. Jika bencana terjadi di malam hari saat orang2 tidur terlelap dapat dibangunkan jg segera mungkin.. Mudah2an bisa ditambahkan fitur seperti itu.. Terima kasih",3,2022-02-04 21:22:42
Bermanfaat namun untuk setatus laporan pemberitahuan selalu terlambat terkadang 1 jam setelah kejadian.,4,2022-02-04 21:17:41
"Kadang kurang respek aplikasi ini...gempanya sdh terjadi infonya lambat...seperti gempa yg terjadi 4,7 magnitudo baru2 ini di Lombok",4,2022-02-04 20:27:35
Langsung ku kasih bintang lima,5,2022-02-04 18:54:28
Mantap,5,2022-02-04 17:15:04
Mantap,5,2022-02-03 06:57:31
"Saat ini terasa ada gempa di kec natal kab Mandailing Natal, sayang APL BMKG kurang cepat penyampaian informasi saat ini dan bahkan menit ini juga belum ada info. Mohonlah apl ini di patenkan lagi",4,2022-02-03 02:52:13
Good apps....,5,2022-02-02 23:30:50
Aplikasi nya bagus sangat bagus sekali,1,2022-02-02 21:48:22
Itu pilihan kok cuma kabar aja kotanya untuk kota2 lain ga lengkap apa emang dikususkan daerah situ aja atau buatan orang situ,3,2022-02-02 15:14:52
Admin yth.. prakiraan cuacanya tolong dibuat per 1 jam dong.. jangan per 3 jam.. mohon kerjasamanya..,5,2022-02-02 11:46:05
"Notifikasi gempa muncul setelah sekitar 20 menit kejadian, tolong jika terdeteksi segera berikan notifikasi darurat secara real time",3,2022-02-02 10:45:55
Bagus,5,2022-02-01 22:58:45
Bagus,5,2022-01-30 03:52:15
Manta info akurat & tepercaya.,5,2022-01-29 18:11:10
"Wa... Bahaya ini,.. Tadi gempa di p.buru ko tidak tercatat di BMKG si..... Saya menunggu dan menunggu tapi gak ada info dari BMKG.",5,2022-01-28 23:49:58
Bagussssssss bisa Liat Cuaca Hujan Ataupun Panas Makasih Bmkg Lopyou To 😭Mantaplah 👌,5,2022-01-28 15:05:04
Sangat membantu kami dlm berbagai macam bencana,5,2022-01-28 13:20:57
"28januari 2022 ,Bengkulu Selatan 2,4SR , belum di.rilis di apps BMKG, secara yutub Tribun Manado dapat informasi dari mana...? (Masih bobok kek nya si.operator dari apps) 😆",1,2022-01-28 06:47:02
Mantap,5,2022-01-28 06:40:29
Sangat membantu dlm menentukan posisi gempa,5,2022-01-27 21:41:27
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👳👩‍🍳👩‍🚒👩‍🏫👮👩‍🚀🧕👲,5,2022-01-27 20:43:39
BMKG kurang update masa dirumah lg hujan deras tapi status cuaca di BMKG sedang cerah? Berkali-kali ku refresh padahal kota daerah dah benar tp status nya cerah. Aneh banget. Padahal aplikasi cuaca bawaan dr hp mengatakan cuaca saat ini hujan berpetir tpi di BMKG cerah. Aneh banget. Ga akurat,3,2022-01-27 17:31:59
Sangat membantu,5,2022-01-27 17:13:55
Apk nya sangat bagus sekali 👍😍,5,2022-01-26 10:03:22
Informasi penting,5,2022-01-25 19:49:13
Aplikasinya bagus bangett bisa memprediksi cuaca😀😀😀😊😊☺,5,2022-01-25 13:21:34
Joosss,5,2022-01-25 13:00:25
Cepat bisa mengakses berita,5,2022-01-25 09:37:37
Baik,3,2022-01-25 04:36:35
Sangat cocok digunakan saat beraktivitas,5,2022-01-25 04:33:06
"Gempa terkini dirasakan di pujut kab Lombok Tengah sekitar Pukul 5:20 pagi WITA tapi app bmkg ini tdk merilis pusat kejadian gema dimana, sedangkan gempa terkini di app ini ada di plores dua hari yang laku... Semoga app ini kedepannya semakin lebih baik.",3,2022-01-25 04:31:10
Lebih cepat lg update beritanya,5,2022-01-25 04:29:32
Sangat membantu,2,2022-01-25 04:29:04
Cari info publik,5,2022-01-24 20:23:48
Sgt membantu,5,2022-01-24 16:39:21
Oke,5,2022-01-23 21:15:04
Ramalan cuaca tidak akurat 100%. :(,1,2022-01-23 17:41:17
Sangat bagus dan akurat,5,2022-01-21 21:12:20
Manfaat,5,2022-01-21 17:51:14
Mantap,5,2022-01-21 06:49:21
Good luck,5,2022-01-20 17:48:10
Bagus,5,2022-01-20 13:31:44
Mantap,5,2022-01-20 11:04:40
Baru mau coba semoga bermanfaat,5,2022-01-20 05:51:23
"Saya sungguh2 berharap pemerintah akan memberi perhatian/dukungan lebih agar aplikasi ini bisa mnjdi lebih baik lagi mutu,kualitasnya semakin dilengkapi dg fitur2 canggih seperti di luar negeri. Terlebih untuk peringatan dini gempa dan tsunami...barangkali bisa meniru negara lain misal jepang dg sistem alarm tsunami yg sdh lebih dulu mumpuni,bekerjasama dg ilmuwan/ahli teknologi jepang utk mengembangkan aplikasi ini semoga dg demikian masyarakat bisa lbh tanggap thd peringatan/deteksi bencana.",5,2022-01-19 23:00:17
"Aplikasi sangat untuk memperoleh informasi tentang : Gempa Bumi, Cuaca dan Iklim.",5,2022-01-19 21:52:02
luarbiasa dan terimakasih saya bisa tambah informasi dan tahu tentang bencana alam yang perlu saya waspadai...,1,2022-01-19 19:52:44
Sangat baik,5,2022-01-19 19:38:49
Mantap,5,2022-01-19 12:11:54
Mantaps bmkg,5,2022-01-19 08:38:30
Sangat membantu,5,2022-01-18 19:35:33
Cakep,5,2022-01-18 19:34:00
Saya sorang pelaut.. jadi aplikasi ini sangat membantu sekali karena bisa melihat cuaca dalam beberapa hari ke depan.. terutama cuaca dan kecepatan angin..🤩🤩🤩,5,2022-01-18 18:53:36
Terima kasih adanya aplikasi ini sangat membantu fan bermanfaat sekali,5,2022-01-18 06:03:40
Bagus sekali pak,5,2022-01-17 17:55:41
Ok,3,2022-01-17 15:51:14
Ipo nya sngt cepat tpi syg tdk ada pemberitauan masuk kalau tdk d buka,5,2022-01-17 08:11:34
"Dear developer, saya kasih saran. Tolong ditambahkan fitur alarm gempa bumi dan alarm tsunami secara realtime di aplikasi ini supaya user bisa antisipasi. Karna hp pasti selalu dibawa kemana mana🙏🏻",5,2022-01-17 01:46:51
Trims ya BMKG informasinya sangat membantu,5,2022-01-16 23:28:58
Membantu dan matap,5,2022-01-16 22:38:40
Sangat membantu,5,2022-01-16 19:47:01
Sangat bermanfaat,5,2022-01-16 17:57:26
Info dari BMKG ke HP tidak cepat....malah lebih cepat di media sosial ...seperti Youtube atau WA .. info dari BMKG telat 30 menitan...,4,2022-01-16 14:53:10
Telat bget updatenya ..gempa dah lebih dr 30menit terjadi br kluar infonya..☹️,1,2022-01-16 14:28:28
"Makenya susah,,, nyari lokasi utk prakiraan cuaca daerahku Lombok Barat ngk ketemu, yg banyak ketemu cuma daerah jakarta sama sumatra bali. Maaf aku kasi bintang 2 karena jengkel, aku apus aplikasimya,",2,2022-01-16 11:17:20
Mntap aplikasinya,5,2022-01-16 07:15:32
Bagus,5,2022-01-15 23:10:07
Notifnya skrg terlambat banget 🙄🙄,1,2022-01-15 16:00:56
Ok,5,2022-01-15 10:16:13
"saya asli Kalimantan Timur, saya buka tentang cuaca, mulai dari Aceh disambut dengan masjidnya, Jawa Timur dengan Bromonya, Kalbar dengan tugu Katulistiwanya begitu Kaltim disambut dengan Orang Utan segitukah orang pusat menganggap kami dg itu, padahal kalau memang rata begitu Lampung terkenal Gajah, Palembang ada hariamau Sumatera, padahal keindahan Kaltim bisa dimunculkan Pulau Maratua dengan keindahan pantainya.",1,2022-01-15 07:42:10
Masih kurang akurat,4,2022-01-15 03:58:59
Ini gk ada suara pemberitahuan gitu. Hemmm harus di tambah kan,5,2022-01-15 02:48:33
Saran kasih alarm otomatis dong klo notif doang rasanya kurang karena kan ini menyangkut bencana makasih,5,2022-01-14 22:20:21
Oke,5,2022-01-14 20:13:54
Bagus banget !!!!!!,5,2022-01-14 19:49:40
"Harapan saya, kedepannya mohon ditingkatan secara maksimal! Baik yang berhungan dengan cuaca maupun berita kegempaan!",2,2022-01-14 19:29:58
Sangat membantu.,5,2022-01-14 19:29:17
Sangat membantu,5,2022-01-14 19:23:20
Good Nice👍📿,5,2022-01-14 19:14:03
Lemot beritanya,1,2022-01-14 19:13:13
Good...,5,2022-01-14 18:12:40
"Cukup bagus aplikasi nya. Usul, ada bunyi alarm di HP user bila ada gempa di lokasi sekitar user.",5,2022-01-14 17:38:08
Tambahkan notifikasi alarm nya dong biar semua orang bisa tau jika ada bencana alam agar bisa mengungsi secepatnya,5,2022-01-14 17:34:09
