Komentar,Bintang,Tanggal,clean_text,Sentimen,Aspek_Terdeteksi,Confidence_Score
Masa informasinya telat,5,2022-08-24 17:19:33,masa informasinya telat,Positif,Performa,0.8152273297309875
Aplikasi sangat membantu utk melihat gempa dll sukses trus dan makin berkembang,5,2022-08-24 05:49:55,aplikasi sangat membantu utk melihat gempa dll sukses trus dan makin berkembang,Positif,UI/UX,0.8401765823364258
Karna ini sangatembantu jika kapan hujan dan kapan panas atau bisa menemukan titik gemba berada saya kasih bintang lima ☺☺😍😍🥰🥰,5,2022-08-23 22:13:43,karna ini sangatembantu jika kapan hujan dan kapan panas atau bisa menemukan titik gemba berada saya kasih bintang lima,Positif,Akurasi,0.9821264743804932
Berita nya akurat,5,2022-08-23 21:54:34,berita nya akurat,Positif,UI/UX,0.3761340379714966
Coba dlu bagus gak,3,2022-08-23 21:48:07,coba dlu bagus gak,Netral,Akurasi,0.3589724898338318
Ga guna masa udh gempa gk ada notif,1,2022-08-23 21:44:07,ga guna masa udh gempa gk ada notif,Negatif,Performa,0.48495030403137207
Kalau ada bintang 7 pun ku beri😀,5,2022-08-23 21:18:19,kalau ada bintang 7 pun ku beri,Positif,UI/UX,0.5179831981658936
SANGAT INFORMATIF.,5,2022-08-23 20:57:40,sangat informatif,Positif,UI/UX,0.4081791639328003
Masih blum membantu sepenuhnya.imformasi gempa yang terjadi sekarang terlalu lama keluar imfonya dari bmkg....,3,2022-08-23 05:16:32,masih blum membantu sepenuhnya imformasi gempa yang terjadi sekarang terlalu lama keluar imfonya dari bmkg,Netral,Performa,0.8915621638298035
Sagat memuaskan.,5,2022-08-22 23:09:14,sagat memuaskan,Positif,UI/UX,0.4933963119983673
sangat membantu saya,5,2022-08-22 23:04:48,sangat membantu saya,Positif,Performa,0.3376392424106598
Semoga dengan BMKG ini kita bisa tahu gempa bumi,5,2022-08-22 20:05:19,semoga dengan bmkg ini kita bisa tahu gempa bumi,Positif,Performa,0.6005991697311401
Aplikasi nya sangat bermanfaat bisa mengetahui terjadi nya suatu bencana alam dan begitu bagus sangat membantu bagi semua orang yg ingin mengetahui kbr tentang suatu bencana,3,2022-08-22 18:54:21,aplikasi nya sangat bermanfaat bisa mengetahui terjadi nya suatu bencana alam dan begitu bagus sangat membantu bagi semua orang yg ingin mengetahui kbr tentang suatu bencana,Netral,UI/UX,0.9706463813781738
untung ada ad apk bmkg,5,2022-08-22 18:14:49,untung ada ad apk bmkg,Positif,UI/UX,0.8362391591072083
Aplikasi yang sangat berguna bagi saya,5,2022-08-22 16:38:19,aplikasi yang sangat berguna bagi saya,Positif,UI/UX,0.8730304837226868
Good. Thanks,5,2022-08-22 16:05:15,good thanks,Positif,UI/UX,0.41919076442718506
Gua kasih bintang 5 tdi ada gempa di mataramm,5,2022-08-22 15:51:04,gua kasih bintang 5 tdi ada gempa di mataramm,Positif,Akurasi,0.5547196269035339
Aplikasi yang membantu saat terjadi suatu bencana Apalagi buat saya yang tidak punya tv Pas gempa tau di mana letak gempa berapa kekuatannya.,5,2022-08-22 15:45:41,aplikasi yang membantu saat terjadi suatu bencana apalagi buat saya yang tidak punya tv pas gempa tau di mana letak gempa berapa kekuatannya,Positif,UI/UX,0.9648093581199646
Mantap sekali,5,2022-08-22 15:40:18,mantap sekali,Positif,Akurasi,0.39562109112739563
Bagus yess,5,2022-08-22 00:03:29,bagus yess,Positif,Akurasi,0.40549615025520325
Tg to yrfg tgl rc CD,3,2022-08-20 19:06:45,tg to yrfg tgl rc cd,Netral,Akurasi,0.9393720030784607
𝐉𝐨𝐬𝐬,5,2022-08-20 18:34:02,𝐉𝐨𝐬𝐬,Positif,UI/UX,0.4595152735710144
Selalu update informasi terbaru,5,2022-08-19 15:29:32,selalu update informasi terbaru,Positif,UI/UX,0.5213683843612671
Maluku utara,5,2022-08-18 16:17:22,maluku utara,Positif,Akurasi,0.4443366229534149
Mantap.... Trus semangat untuk mengembangkan dan memberikan notif2 bermanfaat,5,2022-08-17 20:45:44,mantap trus semangat untuk mengembangkan dan memberikan notif2 bermanfaat,Positif,UI/UX,0.45744818449020386
"Sangat bermanfaat bagi bangsa, tolong di tambahkan widget pada perkiraan cuaca dan peringatan,,🙏",5,2022-08-15 10:15:34,sangat bermanfaat bagi bangsa tolong di tambahkan widget pada perkiraan cuaca dan peringatan,Positif,UI/UX,0.5693218111991882
Lebih di tingkatkan lagi.,5,2022-08-13 02:56:46,lebih di tingkatkan lagi,Positif,Performa,0.40218767523765564
Terima Kasih,5,2022-08-12 22:58:04,terima kasih,Positif,UI/UX,0.4650571942329407
Perkiraan dampaknya gempa bumi besar dahsyat,5,2022-08-12 19:10:11,perkiraan dampaknya gempa bumi besar dahsyat,Positif,Akurasi,0.7194483876228333
usefull and easy,5,2022-08-12 07:10:01,usefull and easy,Positif,UI/UX,0.462076872587204
"Di Vivo T1 5G, notifikasi tidak bisa muncul meskipun semua akses sudah dibuka. Seharusnya Developer rajin mengupdate sesuai perkembangan hape2 baru, supaya notifikasi bisa berfungsi dengan baik sehingga bermanfaat.",1,2022-08-10 21:14:25,di vivo t1 5g notifikasi tidak bisa muncul meskipun semua akses sudah dibuka seharusnya developer rajin mengupdate sesuai perkembangan hape2 baru supaya notifikasi bisa berfungsi dengan baik sehingga bermanfaat,Negatif,Performa,0.8227245807647705
Selalu menjadi pedoman saat memulai pekerjaan lapangan serta dalam perjalanan👍,5,2022-08-10 05:40:47,selalu menjadi pedoman saat memulai pekerjaan lapangan serta dalam perjalanan,Positif,UI/UX,0.5719981789588928
Aplikasi yg sangat Baik dan cepat mendapat informasi tentang Bencana Alam,4,2022-08-09 21:44:19,aplikasi yg sangat baik dan cepat mendapat informasi tentang bencana alam,Positif,UI/UX,0.9154163002967834
Sangat membantu untuk mengetahui cuaca,3,2022-08-09 20:18:57,sangat membantu untuk mengetahui cuaca,Netral,Akurasi,0.8730863332748413
sangat mmbantu,5,2022-08-09 13:46:14,sangat mmbantu,Positif,UI/UX,0.47844064235687256
aplikasi sampah,1,2022-08-09 04:49:56,aplikasi sampah,Negatif,UI/UX,0.5999347567558289
Bmkg cuaca hujan sama cuaca dingin Benar aku dukung bmkg ya,5,2022-08-08 16:42:03,bmkg cuaca hujan sama cuaca dingin benar aku dukung bmkg ya,Positif,Akurasi,0.7439736127853394
Sangat membatu bisa mengetahui lokasi -lokasih gempa,5,2022-08-08 10:51:33,sangat membatu bisa mengetahui lokasi lokasih gempa,Positif,Akurasi,0.48409923911094666
"Update info gempa nya lama bener, barusan ini kerasa gempa di lokasi saya, saya mau lihat berapa kekuatan gempa nya eh belum update di bmkg, tolong lah yg cepet update info gempa nya sama prakiraan cuacanya diprovinsi lampung keterangan nya tidak dapat menemukan, emang lampung bukan termasuk provinsi di Indonesia apa..... Ngaco ini",1,2022-08-08 05:55:56,update info gempa nya lama bener barusan ini kerasa gempa di lokasi saya saya mau lihat berapa kekuatan gempa nya eh belum update di bmkg tolong lah yg cepet update info gempa nya sama prakiraan cuacanya diprovinsi lampung keterangan nya tidak dapat menemukan emang lampung bukan termasuk provinsi di indonesia apa ngaco ini,Negatif,Performa,0.6064048409461975
Cukup akurat...,5,2022-08-07 16:22:25,cukup akurat,Positif,UI/UX,0.4815744459629059
"Bagus apk nya kapan hujang,gempa,dan dll",5,2022-08-07 12:02:49,bagus apk nya kapan hujang gempa dan dll,Positif,Akurasi,0.8398556113243103
Masih perlu perbaikan hari ini ditempat saya tgl 7 Agustus hujan tapi diapk berawan dan saya lihat ada beberapa kecamatan yg prakiraanx sama aja .. .. brrti mencakup untuk satu kabupaten. ..,1,2022-08-07 05:53:14,masih perlu perbaikan hari ini ditempat saya tgl 7 agustus hujan tapi diapk berawan dan saya lihat ada beberapa kecamatan yg prakiraanx sama aja brrti mencakup untuk satu kabupaten,Negatif,Akurasi,0.6409803628921509
"sangat dibutuhkan saya,orang manula apa bila datang bencana.",5,2022-08-05 20:08:06,sangat dibutuhkan saya orang manula apa bila datang bencana,Positif,Akurasi,0.367474228143692
uptodate,5,2022-08-05 16:29:12,uptodate,Positif,Akurasi,0.4881734251976013
Aplikasix sangat bagus.,5,2022-08-02 08:22:05,aplikasix sangat bagus,Positif,UI/UX,0.9884704351425171
Cukup bagus.,5,2022-07-31 13:45:07,cukup bagus,Positif,Akurasi,0.3735089600086212
"Seharusnya info bnkg ini di offline kan, apablia terjadi bencana dan koneksi internet hilang maka dengan mudah mengetahui info lebih lanjut di apk ini. 🙏🙏🙏🙏",4,2022-07-30 08:00:23,seharusnya info bnkg ini di offline kan apablia terjadi bencana dan koneksi internet hilang maka dengan mudah mengetahui info lebih lanjut di apk ini,Positif,UI/UX,0.9270341992378235
Sangat membantu saya,5,2022-07-30 06:38:10,sangat membantu saya,Positif,Performa,0.3376392424106598
Terbantu Skli,5,2022-07-29 23:36:26,terbantu skli,Positif,Performa,0.3747190237045288
"Lambat ya sekrang respons BMKG di daerah saya ada gempa ,udah 15 mnit blum juga di ketahui lokasi gempanya",1,2022-07-29 19:18:18,lambat ya sekrang respons bmkg di daerah saya ada gempa udah 15 mnit blum juga di ketahui lokasi gempanya,Negatif,Performa,0.5736494660377502
Up to date always,5,2022-07-28 14:55:45,up to date always,Positif,UI/UX,0.5208824276924133
Sayang nya g bisa widget,3,2022-07-28 12:42:36,sayang nya g bisa widget,Netral,Performa,0.574528694152832
HASAN NUR,5,2022-07-28 06:18:03,hasan nur,Positif,UI/UX,0.4195379316806793
Aplikasi yang berguna untuk memberitahukan cuaca dan kemungkinan bencana alam,5,2022-07-28 03:41:01,aplikasi yang berguna untuk memberitahukan cuaca dan kemungkinan bencana alam,Positif,Akurasi,0.6934623122215271
Yang dunia internasional ikut masuk radar BMKG gak?,5,2022-07-27 19:11:49,yang dunia internasional ikut masuk radar bmkg gak,Positif,UI/UX,0.4077574908733368
Aplikasi yg mantap,5,2022-07-27 14:25:18,aplikasi yg mantap,Positif,UI/UX,0.9498093724250793
Di coba dulu,2,2022-07-26 19:56:42,di coba dulu,Negatif,Performa,0.35953035950660706
Cukup mmbantu sanģat brguna,5,2022-07-26 19:11:17,cukup mmbantu sanģat brguna,Positif,UI/UX,0.40675902366638184
"Aplikasi bagus,,, sangat membantu...",4,2022-07-26 08:38:43,aplikasi bagus sangat membantu,Positif,UI/UX,0.9565377831459045
"Infonya sangat berguna, mungkin bisa lebih cepat lagi naiknya..",5,2022-07-26 05:24:47,infonya sangat berguna mungkin bisa lebih cepat lagi naiknya,Positif,UI/UX,0.4844673275947571
"Terimakasih sudah membuat aplikasi ini. Simple, dan gak ribet",5,2022-07-25 22:39:50,terimakasih sudah membuat aplikasi ini simple dan gak ribet,Positif,UI/UX,0.9622002840042114
Ojo kemaki!! Sing nguwei ⭐1.. seng jare ngene ngono. Kurang ngene kurang ngono!! Dapurmu gari dunlut instal ora kating design apk ojo kakean NYACAT!,5,2022-07-25 21:45:19,ojo kemaki sing nguwei 1 seng jare ngene ngono kurang ngene kurang ngono dapurmu gari dunlut instal ora kating design apk ojo kakean nyacat,Positif,Performa,0.8042072653770447
Informasi kurang cepat dg wkt kejadian,3,2022-07-25 16:28:09,informasi kurang cepat dg wkt kejadian,Netral,Performa,0.7034602761268616
Aplikasi bagus sangat membantu,5,2022-07-25 16:11:22,aplikasi bagus sangat membantu,Positif,UI/UX,0.9565377831459045
Mantap dan menyenangkan,5,2022-07-24 17:15:47,mantap dan menyenangkan,Positif,UI/UX,0.3526761829853058
Aplikasi nya sangat bagus,5,2022-07-24 14:36:09,aplikasi nya sangat bagus,Positif,UI/UX,0.9816585183143616
Bagus infonya,5,2022-07-24 07:08:05,bagus infonya,Positif,Performa,0.36434561014175415
bermanfaat,5,2022-07-24 05:20:28,bermanfaat,Positif,UI/UX,0.5123252868652344
"sangat informatif dan cukup bermanfaat dalam memberikan informasi terkait cuaca, iklim, maupun gempa bumi dan tsunami.",5,2022-07-23 21:53:00,sangat informatif dan cukup bermanfaat dalam memberikan informasi terkait cuaca iklim maupun gempa bumi dan tsunami,Positif,Akurasi,0.7644268274307251
Aplikasi nya Mantap jadi kita bisa tau Info Cuaca & Gempa,5,2022-07-23 18:49:12,aplikasi nya mantap jadi kita bisa tau info cuaca gempa,Positif,Akurasi,0.5033988356590271
Semoga bisa membersamai Indonesia lebih baik,5,2022-07-23 14:18:09,semoga bisa membersamai indonesia lebih baik,Positif,Akurasi,0.43114373087882996
Membantu sekali untuk petani,5,2022-07-23 13:45:41,membantu sekali untuk petani,Positif,UI/UX,0.4519099295139313
Penting sekali buat saya,5,2022-07-22 05:26:22,penting sekali buat saya,Positif,Performa,0.377759724855423
Falit bosku,4,2022-07-22 00:57:29,falit bosku,Positif,Performa,0.4709111750125885
Mntap+akurat,5,2022-07-21 22:57:20,mntap akurat,Positif,UI/UX,0.4978441298007965
"Sangat membantu sekali, setiap ada gempa ataupun perubahan cuaca langsung dapat update infonya",4,2022-07-21 18:26:52,sangat membantu sekali setiap ada gempa ataupun perubahan cuaca langsung dapat update infonya,Positif,Akurasi,0.9645119905471802
Handal dan tangguh,5,2022-07-21 14:41:41,handal dan tangguh,Positif,UI/UX,0.5990004539489746
Sangat membantu aktifitas keseharian,5,2022-07-21 11:07:50,sangat membantu aktifitas keseharian,Positif,UI/UX,0.552387535572052
Oko,5,2022-07-20 21:14:09,oko,Positif,UI/UX,0.3937559723854065
Dangan membantu dan akurat,5,2022-07-20 11:02:25,dangan membantu dan akurat,Positif,UI/UX,0.5127211809158325
"Aplikasi Yng Sangat Membantu dn Berguna,,, Matap,,,",5,2022-07-19 10:47:31,aplikasi yng sangat membantu dn berguna matap,Positif,UI/UX,0.7710062861442566
"Level naik peringkat, Semeru,,tekhnologi",1,2022-07-19 09:16:45,level naik peringkat semeru tekhnologi,Negatif,UI/UX,0.6009156703948975
Sangat membantu untuk memantau perubahan dan perkembangan cuaca,5,2022-07-19 05:26:04,sangat membantu untuk memantau perubahan dan perkembangan cuaca,Positif,Akurasi,0.608081042766571
"kenapa saya belum mendapatkan notifikasi gempa di hp saya, padahal gempa sudah 10 menit yang lalu",1,2022-07-18 22:47:53,kenapa saya belum mendapatkan notifikasi gempa di hp saya padahal gempa sudah 10 menit yang lalu,Negatif,Akurasi,0.7313058972358704
Banyak gempa tdk di deteksi bmkg,1,2022-07-18 22:46:54,banyak gempa tdk di deteksi bmkg,Negatif,Performa,0.43516215682029724
Lumayan bagus aplikasinya,4,2022-07-18 18:09:26,lumayan bagus aplikasinya,Positif,UI/UX,0.9903740882873535
Apk bagus,5,2022-07-18 13:25:01,apk bagus,Positif,UI/UX,0.8570362329483032
"Sangat membatu aplikasi nya, terima kasih",5,2022-07-18 05:38:31,sangat membatu aplikasi nya terima kasih,Positif,UI/UX,0.7975881099700928
Terpercaya,5,2022-07-17 23:25:14,terpercaya,Positif,UI/UX,0.4130991995334625
Bagus sekali aplikasi enya sangat bagus sekali 👍😊,5,2022-07-17 22:23:21,bagus sekali aplikasi enya sangat bagus sekali,Positif,UI/UX,0.9766284227371216
Aplikasi ini sangat membantu terutama buat notif tentang gempa yang terjadi di wilayah indonesia..,5,2022-07-17 20:29:15,aplikasi ini sangat membantu terutama buat notif tentang gempa yang terjadi di wilayah indonesia,Positif,UI/UX,0.9459772109985352
Sangat membantu info cuaca.,5,2022-07-17 20:19:43,sangat membantu info cuaca,Positif,Akurasi,0.6812576055526733
Ok ok,5,2022-07-17 19:33:38,ok ok,Positif,Akurasi,0.3651857078075409
Cepat tanggap info gempa di seluruh indonesia,5,2022-07-17 16:57:07,cepat tanggap info gempa di seluruh indonesia,Positif,Akurasi,0.9032471179962158
"Aplikasi sangat membantu, sayang gk di kasih pasang surut air laut.",4,2022-07-17 10:36:32,aplikasi sangat membantu sayang gk di kasih pasang surut air laut,Positif,Akurasi,0.4909436106681824
"Sangat informatif, terimakasih Aplikator, sehat n sukses selalu, Aamiin.",5,2022-07-17 08:59:48,sangat informatif terimakasih aplikator sehat n sukses selalu aamiin,Positif,UI/UX,0.5959653258323669
Coba lokasi dibuat menyesuaikan pengaturan lokasi GPS terupdate dari HP,1,2022-07-16 23:06:02,coba lokasi dibuat menyesuaikan pengaturan lokasi gps terupdate dari hp,Negatif,UI/UX,0.6874715089797974
Ok bingit,5,2022-07-16 22:07:27,ok bingit,Positif,Akurasi,0.3691081702709198
Aplikasi nya bagus buat tau cuacanya setiap hari nya 👍🙏🏻,5,2022-07-16 20:55:25,aplikasi nya bagus buat tau cuacanya setiap hari nya,Positif,UI/UX,0.6902907490730286
Baik dan informatif,5,2022-07-16 17:54:28,baik dan informatif,Positif,Performa,0.37807679176330566
semakin di tingkatkan dan cepat kasih kabar update ke warga yang setelah terdampak gempa karna kadang informasi telat hingga 10 menitan bagi warga pesisir pantai biar tidak panik dan tetap tenang antara harus evakuasi atw tidak dan bergabung dengan setiap ofrator nomer ponsel untuk ngasih info ke masarakat yang terdampak bencana gempa hususnya wilayah pesisir pantai di karnakan masarakat masih banyak yang tak tau atw tak memiliki app bmkg,5,2022-07-16 09:54:27,semakin di tingkatkan dan cepat kasih kabar update ke warga yang setelah terdampak gempa karna kadang informasi telat hingga 10 menitan bagi warga pesisir pantai biar tidak panik dan tetap tenang antara harus evakuasi atw tidak dan bergabung dengan setiap ofrator nomer ponsel untuk ngasih info ke masarakat yang terdampak bencana gempa hususnya wilayah pesisir pantai di karnakan masarakat masih banyak yang tak tau atw tak memiliki app bmkg,Positif,Performa,0.5466668009757996
Luar biasaa ... Terimakasih banyak atas kerja kerasnya ... Anda sangat profesional ...,5,2022-07-16 09:15:05,luar biasaa terimakasih banyak atas kerja kerasnya anda sangat profesional,Positif,Performa,0.5585626363754272
Sangat membantu sekali dalam melakukan perjalanan ke suatu tempat🥰🤩👍,5,2022-07-16 08:54:32,sangat membantu sekali dalam melakukan perjalanan ke suatu tempat,Positif,UI/UX,0.4124223589897156
Sudah baik,5,2022-07-16 05:05:18,sudah baik,Positif,Akurasi,0.4352690279483795
Pedoman Nelayan,5,2022-07-14 21:49:08,pedoman nelayan,Positif,Akurasi,0.3831377625465393
Sangat membantu & terus update rerbaru,5,2022-07-14 21:30:15,sangat membantu terus update rerbaru,Positif,UI/UX,0.5346176028251648
"Informasi Cuaca di beranda tidak menunjukkan lokasi yg sudah di atur di pengaturan, jadi harus buka menu cuaca dan pilih kabupaten dulu. UI nya susah untuk navigasi di bagian cuaca, bayangkan mau scroll prakiraan cuaca kebawah aja susahnya minta ampun, tolong lah diperbaiki, sudah berapa kali update belum ada perbaikan.",2,2022-07-14 19:54:37,informasi cuaca di beranda tidak menunjukkan lokasi yg sudah di atur di pengaturan jadi harus buka menu cuaca dan pilih kabupaten dulu ui nya susah untuk navigasi di bagian cuaca bayangkan mau scroll prakiraan cuaca kebawah aja susahnya minta ampun tolong lah diperbaiki sudah berapa kali update belum ada perbaikan,Negatif,Performa,0.892575204372406
Aplikasi Bagus,5,2022-07-14 10:20:43,aplikasi bagus,Positif,UI/UX,0.8935312032699585
The best,5,2022-07-14 10:05:17,the best,Positif,UI/UX,0.5059154629707336
Berguna sekali untuk mendapatkan informasi terkini terkait cuaca dan bencana alam,5,2022-07-14 09:44:04,berguna sekali untuk mendapatkan informasi terkini terkait cuaca dan bencana alam,Positif,Akurasi,0.9598477482795715
Lumayan tepat,4,2022-07-14 08:07:23,lumayan tepat,Positif,UI/UX,0.4288541376590729
Sangat membantu dalam usaha pertanian utama dlm rencana kerja,5,2022-07-14 00:12:23,sangat membantu dalam usaha pertanian utama dlm rencana kerja,Positif,UI/UX,0.7258077263832092
Sangat menbantu,5,2022-07-13 21:22:55,sangat menbantu,Positif,UI/UX,0.47088947892189026
