Komentar,Bintang,Tanggal,clean_text,Emosi
Keren,5,2022-07-11 14:27:02,keren,bahagia
Informasi gempa dan kondisi cuaca sangat membantu 👍👍,5,2022-07-11 14:26:58,informasi gempa dan kondisi cuaca sangat membantu,bahagia
Informasi cuaca tidak akurat,3,2022-07-11 14:26:42,informasi cuaca tidak akurat,marah
Sangat membantu,5,2022-07-11 14:26:36,sangat membantu,bahagia
Tolong kasih notifikasi perkiraan cuaca,5,2022-07-11 14:26:06,tolong kasih notifikasi perkiraan cuaca,bahagia
ok,5,2022-07-11 14:24:18,ok,bahagia
Dapat memberikan info² yg penting,5,2022-07-11 14:23:38,dapat memberikan info² yg penting,bahagia
Kereenn,5,2022-07-11 14:23:30,kereenn,bahagia
Matap,5,2022-07-11 14:23:16,matap,sedih
Bagus,5,2022-07-11 14:22:37,bagus,bahagia
Wahh jadi SANGAT BAGUS!! Terasa komplit dehh,5,2022-07-11 14:22:24,wahh jadi sangat bagus terasa komplit dehh,marah
memudahkan dan sangat membantu pada saat mau traveling... terkait prakiraan cuaca...👍👍👍,5,2022-07-11 14:22:23,memudahkan dan sangat membantu pada saat mau traveling terkait prakiraan cuaca,bahagia
Good app,5,2022-07-11 14:22:16,good app,marah
Tolong untuk kemampuan share berbagi ke media sosial dan aplikasi lainnya berupa gambar janga berupa teks tulis.,3,2022-07-11 14:22:04,tolong untuk kemampuan share berbagi ke media sosial dan aplikasi lainnya berupa gambar janga berupa teks tulis,bahagia
Bermanfaat untuk informasi nya,5,2022-07-11 14:21:58,bermanfaat untuk informasi nya,bahagia
Ok,5,2022-07-11 14:20:32,ok,bahagia
Informatif dan berguna untuk mendeteksi bencana alam di indonesia,4,2022-07-11 14:20:31,informatif dan berguna untuk mendeteksi bencana alam di indonesia,takut
Membantu sekali utk perkiraan cuaca di kebun,5,2022-07-11 14:19:44,membantu sekali utk perkiraan cuaca di kebun,bahagia
Baik,5,2022-07-11 14:19:37,baik,bahagia
Good,5,2022-07-11 14:19:31,good,bahagia
Bagus,5,2022-07-11 07:05:18,bagus,bahagia
Sangat berguna,5,2022-07-11 06:52:06,sangat berguna,bahagia
Bgus,5,2022-07-10 17:14:14,bgus,bahagia
iya aplakasi ini sangat membantu terimakasih . BMKG,5,2022-07-09 21:33:08,iya aplakasi ini sangat membantu terimakasih bmkg,bahagia
"Bagus, bisa melihat indeks uv",5,2022-07-09 15:42:01,bagus bisa melihat indeks uv,bahagia
Jaya selalu,5,2022-07-09 03:31:03,jaya selalu,bahagia
Laut indonesia,5,2022-07-09 00:06:16,laut indonesia,marah
", T-T",3,2022-07-08 06:14:10,t t,sedih
Sangat membantu. Informasi sangat akurat dan realtime👍👍👍👍,5,2022-07-07 22:26:54,sangat membantu informasi sangat akurat dan realtime,bahagia
baguss,5,2022-07-07 21:40:39,baguss,bahagia
Sangat manfaat,5,2022-07-07 07:24:54,sangat manfaat,bahagia
"Meleset, gak mendekati malah",1,2022-07-06 19:24:55,meleset gak mendekati malah,sedih
Ya bagus banget.,5,2022-07-06 15:41:13,ya bagus banget,bahagia
Updatenya oke,4,2022-07-05 22:13:14,updatenya oke,marah
Sangat membantu,5,2022-07-05 21:37:15,sangat membantu,bahagia
Ngetik nyoba dulu bintang 3,3,2022-07-05 21:06:56,ngetik nyoba dulu bintang 3,marah
informatif,5,2022-07-02 18:51:46,informatif,marah
Gak akurat... Katanya cerah padahal lagi mendung dan hujan,1,2022-07-02 10:26:56,gak akurat katanya cerah padahal lagi mendung dan hujan,sedih
Aplikasi yang sangat bermanfaat untuk mengetahui keadaan cuaca di wilayah Indonesia terimah kasih,5,2022-07-01 22:19:59,aplikasi yang sangat bermanfaat untuk mengetahui keadaan cuaca di wilayah indonesia terimah kasih,bahagia
Jos...,5,2022-07-01 14:32:53,jos,sedih
banyak informasi terbaru setiap harinya,5,2022-07-01 05:56:08,banyak informasi terbaru setiap harinya,marah
Good,5,2022-07-01 00:10:10,good,bahagia
"Apk abal abal, umalulu lagi hujan dari jam 3 pagi dia malah bilang berawan",1,2022-06-30 12:52:17,apk abal abal umalulu lagi hujan dari jam 3 pagi dia malah bilang berawan,marah
"Tolong bagian lokasinya diperbaiki, masa harus input manual bukan menyesuaikan dengan lokasi perangkat.",2,2022-06-30 09:41:27,tolong bagian lokasinya diperbaiki masa harus input manual bukan menyesuaikan dengan lokasi perangkat,sedih
Bagus baget,5,2022-06-30 09:35:11,bagus baget,bahagia
Bagus sekali,5,2022-06-29 19:31:06,bagus sekali,bahagia
Baik,5,2022-06-29 18:11:48,baik,bahagia
Baik,5,2022-06-29 07:20:13,baik,bahagia
Sangat membantu kita dalam mengetahui keadaan alam Indonesia,5,2022-06-29 06:08:52,sangat membantu kita dalam mengetahui keadaan alam indonesia,marah
Sangat bermanfaat 👍👍👍,5,2022-06-29 04:59:07,sangat bermanfaat,bahagia
*-Siiip-*,4,2022-06-28 23:12:51,siiip,bahagia
notifikasi gempa kurang update seringnya telat,1,2022-06-28 01:02:26,notifikasi gempa kurang update seringnya telat,takut
Puass almduliah',5,2022-06-28 00:02:27,puass almduliah,bahagia
Cukup bermanfaat,5,2022-06-26 19:53:26,cukup bermanfaat,bahagia
Mulai lambat pemberitahuan gempanya. Ngak semua gempa yg terjadi muncul pemberitahuan,2,2022-06-26 19:49:31,mulai lambat pemberitahuan gempanya ngak semua gempa yg terjadi muncul pemberitahuan,takut
Sangat bagus,5,2022-06-26 10:54:05,sangat bagus,bahagia
Bermanfaat.,5,2022-06-25 19:05:13,bermanfaat,bahagia
Ok,5,2022-06-25 07:33:32,ok,bahagia
Mantap,5,2022-06-25 07:28:07,mantap,bahagia
ternyata modal hotspot ya tapi iyasih membantu,3,2022-06-25 06:36:40,ternyata modal hotspot ya tapi iyasih membantu,bahagia
"Tolong diperbaiki lagi kinerja nya,masa gempa udah setengah jam baru update,lama kali sekarang update nya..",3,2022-06-25 02:21:52,tolong diperbaiki lagi kinerja nya masa gempa udah setengah jam baru update lama kali sekarang update nya,sedih
Bagus,5,2022-06-24 07:41:59,bagus,bahagia
Mantap,4,2022-06-24 02:56:34,mantap,bahagia
Gak cucok blassss... Cuaca cerah ..ehhh hujan lebatt.. Hehehe,1,2022-06-23 18:31:19,gak cucok blassss cuaca cerah ehhh hujan lebatt hehehe,marah
"Mulai tidak bagus... sudah 2X gempa tdak terdeteksi.. di aplikasi lain sudah terdeteksi, tapi aplikasi ini tidak mendeteksi...",1,2022-06-23 11:43:27,mulai tidak bagus sudah 2x gempa tdak terdeteksi di aplikasi lain sudah terdeteksi tapi aplikasi ini tidak mendeteksi,sedih
Terimakasih atas info nya dan sangat berguna bagi saya sebagai Relawan Bencana Kota Padangpanjang Sumbar dan merangkap menjadi Ketua FPRB nya dan merangkap menkadi Ketua Potensi SAR Kota Padangpanjang Sumbar,5,2022-06-22 06:06:10,terimakasih atas info nya dan sangat berguna bagi saya sebagai relawan bencana kota padangpanjang sumbar dan merangkap menjadi ketua fprb nya dan merangkap menkadi ketua potensi sar kota padangpanjang sumbar,marah
"Lokasi buat cuaca dan kualitas udara kok nggak lengkap ya? Aku nyari lokasiku, tapi tidak terdaftar. Tolong ditingkatkan.",2,2022-06-21 06:00:28,lokasi buat cuaca dan kualitas udara kok nggak lengkap ya aku nyari lokasiku tapi tidak terdaftar tolong ditingkatkan,takut
sangt membantu,5,2022-06-20 15:08:05,sangt membantu,bahagia
Keren,5,2022-06-20 01:41:07,keren,bahagia
"Mohon di tingktkan lagi.... Aplikasi ini lambat pemberitahuan gempanya... Misalkan,Gempa di menit ini eh pembritahuannya di APL muncul stngh jam lagi.... Tlong di tingktkan... KURANG CEPAT",3,2022-06-19 23:34:24,mohon di tingktkan lagi aplikasi ini lambat pemberitahuan gempanya misalkan gempa di menit ini eh pembritahuannya di apl muncul stngh jam lagi tlong di tingktkan kurang cepat,sedih
Pasang surut air laut kok nggak ada yaa....,3,2022-06-19 18:00:00,pasang surut air laut kok nggak ada yaa,sedih
Saya lijat info utk cuaca belum akurat. Mungkin bmkg bisa menambah alat utk memambah data informasi dan untuk bagian riset utk lebih belajar metode perhutungan dari data yg dikumpulkan agar lebih mrndekati ke akuratan.,1,2022-06-19 05:45:57,saya lijat info utk cuaca belum akurat mungkin bmkg bisa menambah alat utk memambah data informasi dan untuk bagian riset utk lebih belajar metode perhutungan dari data yg dikumpulkan agar lebih mrndekati ke akuratan,marah
baguss,5,2022-06-18 20:25:17,baguss,bahagia
Aplikasi sangat bagus tanpa iklan sangat membantu perkiraan cuaca,5,2022-06-18 13:15:43,aplikasi sangat bagus tanpa iklan sangat membantu perkiraan cuaca,bahagia
Bagus,5,2022-06-18 00:47:15,bagus,bahagia
"Kurang akurat, sy bbrp kali mengalami gempa d Sulteng tp hingga 1 hari blm ada keterangan d aplikasi tsb",3,2022-06-16 19:51:58,kurang akurat sy bbrp kali mengalami gempa d sulteng tp hingga 1 hari blm ada keterangan d aplikasi tsb,marah
Jadilah masyarakat yg tanggap dan tetap waspada thp iklim saat ini,5,2022-06-16 15:09:23,jadilah masyarakat yg tanggap dan tetap waspada thp iklim saat ini,sedih
3 bintang dulu kalau bisa tambahkan juga live streming tv khusus berita cuaca dan gempa di semua lokasi agar dapat live streaming,3,2022-06-16 04:38:48,3 bintang dulu kalau bisa tambahkan juga live streming tv khusus berita cuaca dan gempa di semua lokasi agar dapat live streaming,marah
"Aplikasih ini sangat bagus ,kita bisa tau dmna pusat gemppa",5,2022-06-15 20:50:24,aplikasih ini sangat bagus kita bisa tau dmna pusat gemppa,bahagia
il iku loby mh yu Kim min di. k,2,2022-06-15 15:19:09,il iku loby mh yu kim min di k,marah
Sangat bagus sekalih,5,2022-06-15 04:20:28,sangat bagus sekalih,bahagia
Good,5,2022-06-13 18:59:52,good,bahagia
Keren,5,2022-06-13 15:03:43,keren,bahagia
bagus buat mengetahui info tentang perakiraan bencana alam...,5,2022-06-13 12:56:43,bagus buat mengetahui info tentang perakiraan bencana alam,takut
baik,5,2022-06-13 12:10:39,baik,bahagia
Mantap!,5,2022-06-13 12:02:19,mantap,bahagia
Aplikasi bagus,4,2022-06-12 23:05:01,aplikasi bagus,bahagia
Mantap,5,2022-06-12 18:59:55,mantap,bahagia
Sangat bermampaat,5,2022-06-12 17:59:01,sangat bermampaat,bahagia
info nya lengkap dan jelas,5,2022-06-12 17:53:59,info nya lengkap dan jelas,bahagia
Alhamdulilah sangat membantu melihat posisi terjadinya bencana alam,5,2022-06-12 17:25:10,alhamdulilah sangat membantu melihat posisi terjadinya bencana alam,bahagia
Ok banget buat pengetahuan edukasi dsb,5,2022-06-12 16:18:14,ok banget buat pengetahuan edukasi dsb,bahagia
Saran : kalo di tambahi alarm sebelum gempa / real time kayak bagus karena apa karena negara kita di lalui lempeng yang setiap hari bergerak. Jadi alarm ini seperti di Jepang yang sebelum gempa sudah ada notifikasi otomatis yang memberi hitungan mundur gempa dan notifikasi gempa. Kalo inovasi ini di terapkan di Indonesia insyaallah warga Indonesia bisa selamat dan lebih antisipasi sebelum adanya gempa. BMKG FOR YOU,5,2022-06-12 11:01:13,saran kalo di tambahi alarm sebelum gempa real time kayak bagus karena apa karena negara kita di lalui lempeng yang setiap hari bergerak jadi alarm ini seperti di jepang yang sebelum gempa sudah ada notifikasi otomatis yang memberi hitungan mundur gempa dan notifikasi gempa kalo inovasi ini di terapkan di indonesia insyaallah warga indonesia bisa selamat dan lebih antisipasi sebelum adanya gempa bmkg for you,bahagia
Sangat membantu,5,2022-06-12 07:22:09,sangat membantu,bahagia
"Kurang Mantap Kurang Pas Kurang Akurat,Di Kampung Aku Kondisi Hujan Tapi Di Aplikasi BMKG Berawan,Mohon Di Kembangkan Lagi Supaya Akurat,Kalau Bisa Untuk Lokasi Di Otomatiskan.Infonya Masih Lambat Gempa Jam 16:45 Tampil Di Aplikasi BMKG jam 17:15 Aplikasi Masih Kurang Akurat Info Gempa Dan Notifikasi Juga Kadang Tidak Tampil Masih Kurang Pas Kurang Akurat,Kalau Bisa Di Kasih Tanda Alarm Atau Tanda Bunyi Kalau Pingin Terjadi Yang Buruk - Buruk Agar Semua Pada Tahu Dan Saling Memberi Tahu",5,2022-06-11 09:46:51,kurang mantap kurang pas kurang akurat di kampung aku kondisi hujan tapi di aplikasi bmkg berawan mohon di kembangkan lagi supaya akurat kalau bisa untuk lokasi di otomatiskan infonya masih lambat gempa jam 16 45 tampil di aplikasi bmkg jam 17 15 aplikasi masih kurang akurat info gempa dan notifikasi juga kadang tidak tampil masih kurang pas kurang akurat kalau bisa di kasih tanda alarm atau tanda bunyi kalau pingin terjadi yang buruk buruk agar semua pada tahu dan saling memberi tahu,takut
Ok,5,2022-06-10 22:17:30,ok,bahagia
Mantap,5,2022-06-10 20:47:40,mantap,bahagia
"Aplikasinya gk enak, masa mau di scroll ke bawah susah betul malah ke geser ke kiri kanan",1,2022-06-10 17:31:52,aplikasinya gk enak masa mau di scroll ke bawah susah betul malah ke geser ke kiri kanan,sedih
ok,5,2022-06-10 00:20:09,ok,bahagia
Sangat membantu Semoga slalu diupdate supaya akurat 99.99%👍👍👍,5,2022-06-09 21:25:36,sangat membantu semoga slalu diupdate supaya akurat 99 99,marah
Sangat membantu informasinya,5,2022-06-09 15:21:07,sangat membantu informasinya,bahagia
Keren,5,2022-06-09 11:51:23,keren,bahagia
Jgan bosan info kami rakyat indonesia,5,2022-06-09 06:48:00,jgan bosan info kami rakyat indonesia,bahagia
sangat membantu,5,2022-06-09 05:37:04,sangat membantu,bahagia
"App nya sangat Bagus,,, tapi setiap ada gempa kok selalu bikin was was ya🤔",5,2022-06-09 01:58:00,app nya sangat bagus tapi setiap ada gempa kok selalu bikin was was ya,takut
Aplikasi yg bagus ketika terjadi bencana maupun perkiraan cuaca serta bencana,5,2022-06-08 20:13:58,aplikasi yg bagus ketika terjadi bencana maupun perkiraan cuaca serta bencana,bahagia
TELAT BANGET UPDATE MASALAH GEMPA.. BLOGGGG,1,2022-06-08 20:10:02,telat banget update masalah gempa blogggg,sedih
ok,1,2022-06-08 19:27:21,ok,bahagia
Semoga lebih mutakhir lagi dalam menyampaikan informasinya,5,2022-06-08 19:00:35,semoga lebih mutakhir lagi dalam menyampaikan informasinya,marah
Sangat membantu untuk mengetahui cuaca dan info gempa bumi dll,5,2022-06-08 13:33:10,sangat membantu untuk mengetahui cuaca dan info gempa bumi dll,bahagia
Keren,5,2022-06-08 13:16:13,keren,bahagia
ok,5,2022-06-08 12:56:33,ok,bahagia
Ppppet,5,2022-06-08 12:52:13,ppppet,marah
Ok,4,2022-06-08 12:46:38,ok,bahagia
Nice gagah,4,2022-06-08 12:44:08,nice gagah,bahagia
Sangat membantu......,5,2022-06-08 05:15:55,sangat membantu,bahagia
Mantap,5,2022-06-07 22:11:40,mantap,bahagia
Sangat membantu di lapangan,5,2022-06-07 21:07:29,sangat membantu di lapangan,bahagia
Ssngat membantu bamgat,5,2022-06-07 20:31:48,ssngat membantu bamgat,bahagia
Keren lahh,4,2022-06-07 17:31:15,keren lahh,bahagia
Kasih bintang 3 dulu kalau oke aku tambah lagi bintangnya.,3,2022-06-07 12:05:14,kasih bintang 3 dulu kalau oke aku tambah lagi bintangnya,bahagia
Sangat di butuhkan untuk informasi alam,5,2022-06-07 10:52:43,sangat di butuhkan untuk informasi alam,bahagia
"Ga bisa dibuka, alasannya: connection to android error",1,2022-06-07 09:05:38,ga bisa dibuka alasannya connection to android error,marah
"Penggunaan waktu live hujan perjam ditambahkan lagi, area pemetaan sekitar area saya & area yang dituju ditambahkan lagi",4,2022-06-06 19:28:59,penggunaan waktu live hujan perjam ditambahkan lagi area pemetaan sekitar area saya area yang dituju ditambahkan lagi,marah
Bagus,3,2022-06-06 07:51:43,bagus,bahagia
Mantap,5,2022-06-06 01:27:06,mantap,bahagia
"Aplikasi yang bagus, bisa memprediksi cuaca di sekitar",5,2022-06-05 20:05:27,aplikasi yang bagus bisa memprediksi cuaca di sekitar,bahagia
Wah apk ini tidak akurat dan tidak saya merasa kurang puas,1,2022-06-05 12:28:28,wah apk ini tidak akurat dan tidak saya merasa kurang puas,sedih
Lumayan,1,2022-06-05 10:26:07,lumayan,bahagia
Ok good,5,2022-06-05 00:01:05,ok good,bahagia
Perkiraan cuaca,5,2022-06-04 09:26:21,perkiraan cuaca,sedih
Sangat membantu. Kebetulan saya propesinya petani. Sehingga bisa jadi referensi buat nentukan waktu tanam,5,2022-06-03 20:00:47,sangat membantu kebetulan saya propesinya petani sehingga bisa jadi referensi buat nentukan waktu tanam,bahagia
Di menu pengaturan perlu di permuda untuk pencarian lokasi prakiraan gelombang dan arus.,3,2022-06-03 18:28:08,di menu pengaturan perlu di permuda untuk pencarian lokasi prakiraan gelombang dan arus,bahagia
Bagus,5,2022-06-03 13:07:03,bagus,bahagia
Terimakasih sangat membantu,5,2022-06-03 00:43:01,terimakasih sangat membantu,bahagia
Sangat bagus untuk mengetahui letak y gempah,5,2022-06-03 00:34:32,sangat bagus untuk mengetahui letak y gempah,bahagia
Ok,5,2022-06-02 08:18:44,ok,bahagia
"kurang pas dan kurang akurat kondisi hujan malah cerah kondisi hujan petir malah berawan infonya jangan sampai telat dong harus yang akurat dan pas,untuk pemberitahuan gempa,iklim,cuaca dll harus yang pas dan akurat.pada hari juga pada tanggal mohon perkembangan infonya dengan pas dan akurat dan waktu yang sama maksudnya saat kondisi hujan pas buka aplikasi juga hujan,intinya yang pas dan akurat.",5,2022-06-02 07:28:03,kurang pas dan kurang akurat kondisi hujan malah cerah kondisi hujan petir malah berawan infonya jangan sampai telat dong harus yang akurat dan pas untuk pemberitahuan gempa iklim cuaca dll harus yang pas dan akurat pada hari juga pada tanggal mohon perkembangan infonya dengan pas dan akurat dan waktu yang sama maksudnya saat kondisi hujan pas buka aplikasi juga hujan intinya yang pas dan akurat,bahagia
"Bagus, jadi tahu info cuaca setiap hari.",5,2022-06-02 06:54:32,bagus jadi tahu info cuaca setiap hari,bahagia
Sangat membantu,5,2022-06-02 06:49:00,sangat membantu,bahagia
Bagus,5,2022-06-01 23:09:29,bagus,bahagia
Infonya gak lengkap,1,2022-06-01 22:08:18,infonya gak lengkap,sedih
Sangat berguna,5,2022-06-01 15:19:33,sangat berguna,bahagia
Bagus,5,2022-05-31 17:57:07,bagus,bahagia
Sangat bermanfaat informasinya.,5,2022-05-31 12:55:17,sangat bermanfaat informasinya,marah
Baik,5,2022-05-31 12:23:12,baik,bahagia
sangat bagus cuma harus dipernaharui infonya....,4,2022-05-31 08:12:43,sangat bagus cuma harus dipernaharui infonya,marah
Pefisonal,1,2022-05-30 19:19:45,pefisonal,sedih
"Lambat infonya, kurang up date.......",2,2022-05-30 12:38:52,lambat infonya kurang up date,sedih
Ok,5,2022-05-30 12:24:43,ok,bahagia
Sang@t membantu,5,2022-05-28 17:53:45,sang t membantu,bahagia
Ok,5,2022-05-27 20:40:11,ok,bahagia
Ok,5,2022-05-27 19:22:48,ok,bahagia
Good,5,2022-05-27 09:27:20,good,bahagia
mantap,5,2022-05-27 06:56:10,mantap,bahagia
"Cukup membantu informasi ,,lebih akurat lagi mantap👍👍",5,2022-05-27 01:06:11,cukup membantu informasi lebih akurat lagi mantap,bahagia
Sangat bermanfaat...,4,2022-05-26 22:54:03,sangat bermanfaat,bahagia
Ok,3,2022-05-26 21:41:03,ok,bahagia
Sangat membantu ngecek cuaca,5,2022-05-26 14:14:44,sangat membantu ngecek cuaca,marah
Sangat membantu,5,2022-05-26 12:42:32,sangat membantu,bahagia
Sangat baik sekali,5,2022-05-26 09:31:45,sangat baik sekali,bahagia
Aplikasi nya berguna,5,2022-05-26 07:01:47,aplikasi nya berguna,bahagia
Mantap,5,2022-05-26 06:30:02,mantap,bahagia
Baik,5,2022-05-25 19:00:03,baik,bahagia
Mohon u t k inf o pra kira an cuacanya .,5,2022-05-25 13:07:42,mohon u t k inf o pra kira an cuacanya,takut
Aplikasi ini membantu skliendetekdi cuaca sblum kt bepergiaan,5,2022-05-25 08:12:57,aplikasi ini membantu skliendetekdi cuaca sblum kt bepergiaan,bahagia
BmkG memang good bisa melihat cuaca dulu sbelum berangkat,5,2022-05-25 07:50:32,bmkg memang good bisa melihat cuaca dulu sbelum berangkat,bahagia
Mantap,5,2022-05-25 07:35:02,mantap,bahagia
Sangat bermanfaat,5,2022-05-25 06:00:56,sangat bermanfaat,bahagia
Bagis,5,2022-05-25 04:54:16,bagis,sedih
Aflikasi yg sangat membantu....,5,2022-05-24 18:31:20,aflikasi yg sangat membantu,bahagia
Sangatt membantu... Suwun,5,2022-05-24 17:02:45,sangatt membantu suwun,marah
Paling akurat untuk regional Indonesia. Saya berharap banget ada Widget nya biar ga bulak balik buka app nya. Semoga next update ada Widgetnya terutama untuk cuaca,5,2022-05-24 13:11:35,paling akurat untuk regional indonesia saya berharap banget ada widget nya biar ga bulak balik buka app nya semoga next update ada widgetnya terutama untuk cuaca,bahagia
